393,613,4
853,333,4
887,1063,1
838,313,5
447,770,3
527,659,4
606,97,5
630,815,3
806,209,3
867,748,4
693,1136,3
648,318,3
875,964,4
749,636,4
490,109,5
441,282,4
851,1013,2
883,234,4
102,7,2
896,96,5
935,117,4
358,1005,4
874,286,4
896,511,5
828,531,4
835,174,5
593,223,5
904,173,3
764,281,3
741,696,3
930,410,3
798,659,4
211,215,5
554,172,5
659,657,5
931,257,4
221,144,4
207,173,3
936,251,4
868,405,1
102,172,3
903,50,5
653,411,2
895,100,4
379,621,4
130,824,3
929,276,2
788,328,4
577,176,5
725,276,4
851,1337,3
889,77,3
780,313,5
828,346,4
593,1,3
363,181,5
925,200,2
862,120,3
848,708,4
563,566,4
500,1010,4
780,50,5
823,134,5
130,93,5
130,121,5
537,778,3
655,913,4
889,2,3
865,1009,5
851,979,3
833,474,5
394,380,4
193,690,4
621,809,4
766,91,5
650,479,5
429,199,5
847,596,3
934,216,1
788,556,2
897,369,4
936,287,4
936,766,3
449,120,1
661,762,2
721,874,3
821,151,4
764,596,3
537,443,3
618,628,2
487,291,3
113,975,5
943,391,2
864,685,4
750,323,3
279,64,1
646,750,3
654,370,2
617,582,4
913,690,3
660,229,2
421,498,4
495,1091,4
806,421,4
676,538,4
721,262,3
913,209,2
378,78,3
880,476,3
716,204,5
276,1090,1
13,225,2
12,203,3
